"","Year","Team","Season","total"
"705",1960,"West Indies Federation","Summer",5
"706",1960,"Yugoslavia","Summer",17
"707",1964,"Aphrodite","Summer",3
"708",1964,"Argentina","Summer",1
"709",1964,"Australia","Summer",41
"710",1964,"Barrenjoey","Summer",3
"711",1964,"Belgium","Summer",3
"712",1964,"Bingo","Summer",3
"713",1964,"Brazil","Summer",12
"714",1964,"Bulgaria","Summer",10
"715",1964,"Canada","Summer",5
"716",1964,"Cuba","Summer",1
"717",1964,"Czechoslovakia","Summer",54
"718",1964,"Denmark","Summer",9
"719",1964,"Ethiopia","Summer",1
"720",1964,"Finland","Summer",5
"721",1964,"France","Summer",31
"722",1964,"Gem","Summer",2
"723",1964,"Germany","Summer",113
"724",1964,"Ghana","Summer",1
"725",1964,"Glider","Summer",2
"726",1964,"Great Britain","Summer",26
"727",1964,"Humbug V","Summer",2
"728",1964,"Hungary","Summer",56
"729",1964,"India","Summer",15
"730",1964,"Iran","Summer",2
"731",1964,"Ireland","Summer",1
"732",1964,"Italy","Summer",51
"733",1964,"Japan","Summer",62
"734",1964,"Kenya","Summer",1
"735",1964,"Lady C","Summer",2
"736",1964,"Mexico","Summer",1
"737",1964,"Mutafo","Summer",3
"738",1964,"Netherlands","Summer",31
"739",1964,"New Zealand","Summer",4
"740",1964,"Nigeria","Summer",1
"741",1964,"Pakistan","Summer",16
"742",1964,"Pandora","Summer",2
"743",1964,"Philippines","Summer",1
"744",1964,"Poland","Summer",46
"745",1964,"Romania","Summer",16
"746",1964,"Rush VII","Summer",3
"747",1964,"South Korea","Summer",3
"748",1964,"Soviet Union","Summer",174
"749",1964,"Sweden","Summer",10
"750",1964,"Switzerland","Summer",6
"751",1964,"Trinidad and Tobago","Summer",6
"752",1964,"Tunisia","Summer",2
"753",1964,"Turkey","Summer",6
"754",1964,"United States","Summer",159
"755",1964,"Uruguay","Summer",1
"756",1964,"White Lady","Summer",3
"757",1964,"Widgeon","Summer",2
"758",1964,"Yugoslavia","Summer",15
"759",1968,"Argentina","Summer",2
"760",1968,"Australia","Summer",51
"761",1968,"Austria","Summer",5
"762",1968,"Belgium","Summer",3
"763",1968,"Brazil","Summer",4
"764",1968,"Bulgaria","Summer",26
"765",1968,"Cameroon","Summer",1
"766",1968,"Canada","Summer",10
"767",1968,"Chinese Taipei","Summer",1
"768",1968,"Cuba","Summer",10
"769",1968,"Czechoslovakia","Summer",29
"770",1968,"Denmark","Summer",17
"771",1968,"East Germany","Summer",52
"772",1968,"Ethiopia","Summer",2
"773",1968,"Finland","Summer",4
"774",1968,"France","Summer",27
"775",1968,"Great Britain","Summer",19
"776",1968,"Greece","Summer",1
"777",1968,"Hungary","Summer",81
"778",1968,"India","Summer",16
"779",1968,"Iran","Summer",5
"780",1968,"Italy","Summer",33
"781",1968,"Jamaica","Summer",1
"782",1968,"Japan","Summer",63
"783",1968,"Kenya","Summer",12
"784",1968,"Mexico","Summer",9
"785",1968,"Mongolia","Summer",4
"786",1968,"Netherlands","Summer",14
"787",1968,"New Zealand","Summer",7
"788",1968,"Norway","Summer",6
"789",1968,"Pakistan","Summer",13
"790",1968,"Poland","Summer",37
"791",1968,"Romania","Summer",23
"792",1968,"South Korea","Summer",2
"793",1968,"Soviet Union","Summer",192
"794",1968,"Sweden","Summer",9
"795",1968,"Switzerland","Summer",13
"796",1968,"Tunisia","Summer",2
"797",1968,"Turkey","Summer",2
"798",1968,"Uganda","Summer",2
"799",1968,"United States","Summer",166
"800",1968,"Venezuela","Summer",1
"801",1968,"West Germany","Summer",51
"802",1968,"Yugoslavia","Summer",29
"803",1972,"Argentina","Summer",1
"804",1972,"Australia","Summer",20
"805",1972,"Austria","Summer",3
"806",1972,"Belgium","Summer",2
"807",1972,"Brazil","Summer",2
"808",1972,"Bulgaria","Summer",22
"809",1972,"Canada","Summer",11
"810",1972,"Colombia","Summer",3
"811",1972,"Cuba","Summer",22
"812",1972,"Czechoslovakia","Summer",29
"813",1972,"Denmark","Summer",1
"814",1972,"East Germany","Summer",149
"815",1972,"East Germany-1","Summer",2
"816",1972,"Ethiopia","Summer",2
"817",1972,"Finland","Summer",10
"818",1972,"France","Summer",22
"819",1972,"Ghana","Summer",1
"820",1972,"Great Britain","Summer",29
"821",1972,"Greece","Summer",2
"822",1972,"Hungary","Summer",81
"823",1972,"India","Summer",14
"824",1972,"Iran","Summer",3
"825",1972,"Italy","Summer",25
"826",1972,"Jamaica","Summer",1
"827",1972,"Japan","Summer",56
"828",1972,"Kenya","Summer",12
"829",1972,"Lebanon","Summer",1
"830",1972,"Mexico","Summer",1
"831",1972,"Mongolia","Summer",1
"832",1972,"Netherlands","Summer",6
"833",1972,"New Zealand","Summer",14
"834",1972,"Niger","Summer",1
"835",1972,"Nigeria","Summer",1
"836",1972,"North Korea","Summer",15
"837",1972,"Norway","Summer",8
"838",1972,"Pakistan","Summer",15
"839",1972,"Poland","Summer",46
"840",1972,"Romania","Summer",40
"841",1972,"South Korea","Summer",1
"842",1972,"Soviet Union","Summer",214
"843",1972,"Spain","Summer",1
"844",1972,"Sweden","Summer",22
"845",1972,"Switzerland","Summer",8
"846",1972,"Tunisia","Summer",1
"847",1972,"Turkey","Summer",1
"848",1972,"Uganda","Summer",2
"849",1972,"United States","Summer",171
"850",1972,"West Germany","Summer",100
"851",1972,"West Germany-1","Summer",2
"852",1972,"Yugoslavia","Summer",18
"853",1976,"Australia","Summer",23
"854",1976,"Austria","Summer",1
"855",1976,"Belgium","Summer",9
"856",1976,"Bermuda","Summer",1
"857",1976,"Brazil","Summer",3
"858",1976,"Bulgaria","Summer",39
"859",1976,"Canada","Summer",23
"860",1976,"Cuba","Summer",24
"861",1976,"Czechoslovakia","Summer",15
"862",1976,"Denmark","Summer",8
"863",1976,"East Germany","Summer",195
"864",1976,"Finland","Summer",6
"865",1976,"France","Summer",20
"866",1976,"Great Britain","Summer",32
"867",1976,"Hungary","Summer",55
"868",1976,"Iran","Summer",2
"869",1976,"Italy","Summer",31
"870",1976,"Jamaica","Summer",2
"871",1976,"Japan","Summer",41
"872",1976,"Mexico","Summer",2
"873",1976,"Mongolia","Summer",1
"874",1976,"Netherlands","Summer",14
"875",1976,"New Zealand","Summer",25
"876",1976,"North Korea","Summer",2
"877",1976,"Norway","Summer",6
"878",1976,"Pakistan","Summer",16
"879",1976,"Poland","Summer",73
"880",1976,"Portugal","Summer",2
"881",1976,"Puerto Rico","Summer",1
"882",1976,"Romania","Summer",55
"883",1976,"South Korea","Summer",17
"884",1976,"Soviet Union","Summer",286
"885",1976,"Spain","Summer",6
"886",1976,"Sweden","Summer",10
"887",1976,"Switzerland","Summer",10
"888",1976,"Thailand","Summer",1
"889",1976,"Trinidad and Tobago","Summer",1
"890",1976,"United States","Summer",164
"891",1976,"Venezuela","Summer",1
"892",1976,"West Germany","Summer",78
"893",1976,"Yugoslavia","Summer",19
"894",1980,"Australia","Summer",13
"895",1980,"Austria","Summer",5
"896",1980,"Belgium","Summer",1
"897",1980,"Brazil","Summer",9
"898",1980,"Bulgaria","Summer",90
"899",1980,"Cuba","Summer",20
"900",1980,"Czechoslovakia","Summer",51
"901",1980,"Denmark","Summer",8
"902",1980,"East Germany","Summer",264
"903",1980,"Ethiopia","Summer",4
"904",1980,"Finland","Summer",9
"905",1980,"France","Summer",29
"906",1980,"Great Britain","Summer",47
"907",1980,"Greece","Summer",5
"908",1980,"Guyana","Summer",1
"909",1980,"Hungary","Summer",61
"910",1980,"India","Summer",16
"911",1980,"Ireland","Summer",3
"912",1980,"Italy","Summer",37
"913",1980,"Jamaica","Summer",3
"914",1980,"Lebanon","Summer",1
"915",1980,"Mexico","Summer",10
"916",1980,"Mongolia","Summer",4
"917",1980,"Netherlands","Summer",6
"918",1980,"North Korea","Summer",5
"919",1980,"Poland","Summer",50
"920",1980,"Romania","Summer",68
"921",1980,"Soviet Union","Summer",442
"922",1980,"Spain","Summer",24
"923",1980,"Sweden","Summer",20
"924",1980,"Switzerland","Summer",2
"925",1980,"Tanzania","Summer",2
"926",1980,"Uganda","Summer",1
"927",1980,"Venezuela","Summer",1
"928",1980,"Yugoslavia","Summer",57
"929",1980,"Zimbabwe","Summer",15
"930",1984,"Algeria","Summer",2
"931",1984,"Australia","Summer",52
"932",1984,"Austria","Summer",3
"933",1984,"Belgium","Summer",5
"934",1984,"Brazil","Summer",36
"935",1984,"Cameroon","Summer",1
"936",1984,"Canada","Summer",87
"937",1984,"China","Summer",74
"938",1984,"Chinese Taipei","Summer",1
"939",1984,"Colombia","Summer",1
"940",1984,"Cote d'Ivoire","Summer",1
"941",1984,"Denmark","Summer",13
"942",1984,"Dominican Republic","Summer",1
"943",1984,"Egypt","Summer",1
"944",1984,"Finland","Summer",12
"945",1984,"France","Summer",67
"946",1984,"Great Britain","Summer",71
"947",1984,"Greece","Summer",2
"948",1984,"Iceland","Summer",1
"949",1984,"Ireland","Summer",1
"950",1984,"Italy","Summer",63
"951",1984,"Jamaica","Summer",7
"952",1984,"Japan","Summer",49
"953",1984,"Kenya","Summer",3
"954",1984,"Mexico","Summer",6
"955",1984,"Morocco","Summer",2
"956",1984,"Netherlands","Summer",41
"957",1984,"New Zealand","Summer",23
"958",1984,"Nigeria","Summer",5
"959",1984,"Norway","Summer",4
"960",1984,"Pakistan","Summer",16
"961",1984,"Peru","Summer",1
"962",1984,"Portugal","Summer",3
"963",1984,"Puerto Rico","Summer",2
"964",1984,"Romania","Summer",106
"965",1984,"South Korea","Summer",41
"966",1984,"Spain","Summer",19
"967",1984,"Sweden","Summer",34
"968",1984,"Switzerland","Summer",13
"969",1984,"Syria","Summer",1
"970",1984,"Thailand","Summer",1
"971",1984,"Turkey","Summer",3
"972",1984,"United States","Summer",352
"973",1984,"Venezuela","Summer",3
"974",1984,"West Germany","Summer",158
"975",1984,"Yugoslavia","Summer",87
"976",1984,"Zambia","Summer",1
"977",1988,"Argentina","Summer",13
"978",1988,"Australia","Summer",35
"979",1988,"Austria","Summer",1
"980",1988,"Belgium","Summer",2
"981",1988,"Brazil","Summer",23
"982",1988,"Bulgaria","Summer",41
"983",1988,"Canada","Summer",23
"984",1988,"Chile","Summer",1
"985",1988,"China","Summer",50
"986",1988,"China-1","Summer",2
"987",1988,"Colombia","Summer",1
"988",1988,"Costa Rica","Summer",1
"989",1988,"Czechoslovakia","Summer",10
"990",1988,"Denmark","Summer",7
"991",1988,"Djibouti","Summer",1
"992",1988,"East Germany","Summer",181
"993",1988,"Finland","Summer",4
"994",1988,"France","Summer",29
"995",1988,"Great Britain","Summer",54
"996",1988,"Greece","Summer",1
"997",1988,"Hungary","Summer",44
"998",1988,"Indonesia","Summer",3
"999",1988,"Iran","Summer",1
"1000",1988,"Italy","Summer",29
"1001",1988,"Jamaica","Summer",7
"1002",1988,"Japan","Summer",20
"1003",1988,"Kenya","Summer",9
"1004",1988,"Mexico","Summer",2
"1005",1988,"Mongolia","Summer",1
"1006",1988,"Morocco","Summer",3
"1007",1988,"Netherlands","Summer",45
"1008",1988,"Netherlands Antilles","Summer",1
"1009",1988,"New Zealand","Summer",24
"1010",1988,"Norway","Summer",22
"1011",1988,"Pakistan","Summer",1
"1012",1988,"Peru","Summer",12
"1013",1988,"Philippines","Summer",1
"1014",1988,"Poland","Summer",21
"1015",1988,"Portugal","Summer",1
"1016",1988,"Romania","Summer",58
"1017",1988,"Senegal","Summer",1
"1018",1988,"South Korea","Summer",75
"1019",1988,"South Korea-2","Summer",2
"1020",1988,"Soviet Union","Summer",300
"1021",1988,"Spain","Summer",5
"1022",1988,"Suriname","Summer",1
"1023",1988,"Sweden","Summer",16
"1024",1988,"Switzerland","Summer",8
"1025",1988,"Thailand","Summer",1
"1026",1988,"Turkey","Summer",2
"1027",1988,"United States","Summer",207
"1028",1988,"United States Virgin Islands","Summer",1
"1029",1988,"West Germany","Summer",115
"1030",1988,"Yugoslavia","Summer",63
"1031",1992,"Algeria","Summer",2
"1032",1992,"Argentina","Summer",2
"1033",1992,"Australia","Summer",57
"1034",1992,"Austria","Summer",6
"1035",1992,"Bahamas","Summer",1
"1036",1992,"Belgium","Summer",3
"1037",1992,"Brazil","Summer",14
"1038",1992,"Bulgaria","Summer",17
"1039",1992,"Canada","Summer",44
"1040",1992,"China","Summer",70
"1041",1992,"China-1","Summer",6
"1042",1992,"China-2","Summer",6
"1043",1992,"Chinese Taipei","Summer",20
"1044",1992,"Colombia","Summer",1
"1045",1992,"Croatia","Summer",15
"1046",1992,"Cuba","Summer",69
"1047",1992,"Czechoslovakia","Summer",6
"1048",1992,"Czechoslovakia-1","Summer",2
"1049",1992,"Denmark","Summer",14
"1050",1992,"Estonia","Summer",3
"1051",1992,"Ethiopia","Summer",3
"1052",1992,"Finland","Summer",7
"1053",1992,"France","Summer",55
"1054",1992,"France-1","Summer",2
"1055",1992,"Germany","Summer",198
"1056",1992,"Ghana","Summer",20
"1057",1992,"Great Britain","Summer",50
"1058",1992,"Greece","Summer",2
"1059",1992,"Hungary","Summer",45
"1060",1992,"Individual Olympic Athletes","Summer",3
"1061",1992,"Indonesia","Summer",4
"1062",1992,"Indonesia-1","Summer",2
"1063",1992,"Iran","Summer",3
"1064",1992,"Ireland","Summer",2
"1065",1992,"Israel","Summer",2
"1066",1992,"Italy","Summer",45
"1067",1992,"Jamaica","Summer",4
"1068",1992,"Japan","Summer",47
"1069",1992,"Kenya","Summer",8
"1070",1992,"Latvia","Summer",3
"1071",1992,"Lithuania","Summer",13
"1072",1992,"Malaysia-2","Summer",2
"1073",1992,"Mexico","Summer",1
"1074",1992,"Mongolia","Summer",2
"1075",1992,"Morocco","Summer",3
"1076",1992,"Namibia","Summer",2
"1077",1992,"Netherlands","Summer",33
"1078",1992,"New Zealand","Summer",15
"1079",1992,"Nigeria","Summer",11
"1080",1992,"North Korea","Summer",8
"1081",1992,"North Korea-1","Summer",2
"1082",1992,"Norway","Summer",23
"1083",1992,"Pakistan","Summer",16
"1084",1992,"Peru","Summer",1
"1085",1992,"Philippines","Summer",1
"1086",1992,"Poland","Summer",46
"1087",1992,"Puerto Rico","Summer",1
"1088",1992,"Qatar","Summer",1
"1089",1992,"Romania","Summer",53
"1090",1992,"Slovenia","Summer",6
"1091",1992,"South Africa","Summer",3
"1092",1992,"South Korea","Summer",37
"1093",1992,"South Korea-1","Summer",8
"1094",1992,"South Korea-2","Summer",4
"1095",1992,"Spain","Summer",69
"1096",1992,"Suriname","Summer",1
"1097",1992,"Sweden","Summer",35
"1098",1992,"Switzerland","Summer",1
"1099",1992,"Thailand","Summer",1
"1100",1992,"Turkey","Summer",6
"1101",1992,"Unified Team","Summer",220
"1102",1992,"United States","Summer",222
"1103",1992,"United States-1","Summer",2
"1104",1996,"Algeria","Summer",3
"1105",1996,"Argentina","Summer",20
"1106",1996,"Armenia","Summer",2
"1107",1996,"Australia","Summer",130
"1108",1996,"Australia-1","Summer",2
"1109",1996,"Austria","Summer",3
"1110",1996,"Azerbaijan","Summer",1
"1111",1996,"Bahamas","Summer",5
"1112",1996,"Belarus","Summer",23
"1113",1996,"Belgium","Summer",6
"1114",1996,"Brazil","Summer",59
"1115",1996,"Brazil-1","Summer",2
"1116",1996,"Brazil-2","Summer",2
"1117",1996,"Bulgaria","Summer",21
"1118",1996,"Burundi","Summer",1
"1119",1996,"Canada","Summer",48
"1120",1996,"Canada-1","Summer",2
"1121",1996,"China","Summer",94
"1122",1996,"China-1","Summer",4
"1123",1996,"China-2","Summer",8
"1124",1996,"Chinese Taipei","Summer",1
"1125",1996,"Costa Rica","Summer",1
"1126",1996,"Croatia","Summer",28
"1127",1996,"Cuba","Summer",55
"1128",1996,"Czech Republic","Summer",11
"1129",1996,"Czech Republic-1","Summer",2
"1130",1996,"Denmark","Summer",23
"1131",1996,"Ecuador","Summer",1
"1132",1996,"Ethiopia","Summer",3
"1133",1996,"Finland","Summer",4
"1134",1996,"France","Summer",49
"1135",1996,"France-1","Summer",2
"1136",1996,"Georgia","Summer",2
"1137",1996,"Germany","Summer",122
"1138",1996,"Germany-1","Summer",2
"1139",1996,"Great Britain","Summer",26
"1140",1996,"Greece","Summer",8
"1141",1996,"Hong Kong","Summer",1
"1142",1996,"Hungary","Summer",43
"1143",1996,"India","Summer",1
"1144",1996,"Indonesia","Summer",4
"1145",1996,"Indonesia-1","Summer",2
"1146",1996,"Iran","Summer",3
"1147",1996,"Ireland","Summer",4
"1148",1996,"Israel","Summer",1
"1149",1996,"Italy","Summer",71
"1150",1996,"Jamaica","Summer",16
"1151",1996,"Japan","Summer",42
"1152",1996,"Kazakhstan","Summer",11
"1153",1996,"Kenya","Summer",8
"1154",1996,"Latvia","Summer",1
"1155",1996,"Lithuania","Summer",11
"1156",1996,"Malaysia","Summer",1
"1157",1996,"Malaysia-1","Summer",2
"1158",1996,"Mexico","Summer",1
"1159",1996,"Moldova","Summer",3
"1160",1996,"Mongolia","Summer",1
"1161",1996,"Morocco","Summer",2
"1162",1996,"Mozambique","Summer",1
"1163",1996,"Namibia","Summer",2
"1164",1996,"Netherlands","Summer",73
"1165",1996,"New Zealand","Summer",9
"1166",1996,"Nigeria","Summer",24
"1167",1996,"North Korea","Summer",5
"1168",1996,"Norway","Summer",23
"1169",1996,"Philippines","Summer",1
"1170",1996,"Poland","Summer",22
"1171",1996,"Portugal","Summer",3
"1172",1996,"Puerto Rico","Summer",1
"1173",1996,"Romania","Summer",38
"1174",1996,"Russia","Summer",115
"1175",1996,"Serbia and Montenegro","Summer",26
"1176",1996,"Slovakia","Summer",3
"1177",1996,"Slovenia","Summer",2
"1178",1996,"South Africa","Summer",5
"1179",1996,"South Korea","Summer",56
"1180",1996,"South Korea-1","Summer",4
"1181",1996,"South Korea-2","Summer",6
"1182",1996,"Spain","Summer",66
"1183",1996,"Sweden","Summer",31
"1184",1996,"Switzerland","Summer",11
"1185",1996,"Syria","Summer",1
"1186",1996,"Thailand","Summer",2
"1187",1996,"Tonga","Summer",1
"1188",1996,"Trinidad and Tobago","Summer",2
"1189",1996,"Tunisia","Summer",1
"1190",1996,"Turkey","Summer",6
"1191",1996,"Uganda","Summer",1
"1192",1996,"Ukraine","Summer",34
"1193",1996,"United States","Summer",255
"1194",1996,"United States-1","Summer",2
"1195",1996,"United States-2","Summer",2
"1196",1996,"Uzbekistan","Summer",2
"1197",1996,"Zambia","Summer",1
"1198",2000,"Algeria","Summer",5
"1199",2000,"Argentina","Summer",20
"1200",2000,"Armenia","Summer",1
"1201",2000,"Australia","Summer",181
"1202",2000,"Australia-1","Summer",2
"1203",2000,"Austria","Summer",4
"1204",2000,"Azerbaijan","Summer",3
"1205",2000,"Bahamas","Summer",11
"1206",2000,"Barbados","Summer",1
"1207",2000,"Belarus","Summer",22
"1208",2000,"Belgium","Summer",7
"1209",2000,"Brazil","Summer",42
"1210",2000,"Brazil-1","Summer",4
"1211",2000,"Brazil-2","Summer",2
"1212",2000,"Bulgaria","Summer",13
"1213",2000,"Cameroon","Summer",18
"1214",2000,"Canada","Summer",31
"1215",2000,"Chile","Summer",17
"1216",2000,"China","Summer",65
"1217",2000,"China-1","Summer",6
"1218",2000,"China-2","Summer",8
"1219",2000,"Chinese Taipei","Summer",5
"1220",2000,"Colombia","Summer",1
"1221",2000,"Costa Rica","Summer",2
"1222",2000,"Croatia","Summer",10
"1223",2000,"Cuba","Summer",65
"1224",2000,"Czech Republic","Summer",7
"1225",2000,"Czech Republic-1","Summer",2
"1226",2000,"Denmark","Summer",25
"1227",2000,"Estonia","Summer",3
"1228",2000,"Ethiopia","Summer",8
"1229",2000,"Finland","Summer",5
"1230",2000,"France","Summer",64
"1231",2000,"France-1","Summer",2
"1232",2000,"Georgia","Summer",6
"1233",2000,"Germany","Summer",116
"1234",2000,"Germany-1","Summer",2
"1235",2000,"Great Britain","Summer",52
"1236",2000,"Great Britain-2","Summer",2
"1237",2000,"Greece","Summer",18
"1238",2000,"Hungary","Summer",53
"1239",2000,"Iceland","Summer",1
"1240",2000,"India","Summer",1
"1241",2000,"Indonesia","Summer",6
"1242",2000,"Indonesia-1","Summer",2
"1243",2000,"Iran","Summer",4
"1244",2000,"Ireland","Summer",1
"1245",2000,"Israel","Summer",1
"1246",2000,"Italy","Summer",65
"1247",2000,"Jamaica","Summer",23
"1248",2000,"Japan","Summer",44
"1249",2000,"Kazakhstan","Summer",7
"1250",2000,"Kenya","Summer",7
"1251",2000,"Kuwait","Summer",1
"1252",2000,"Kyrgyzstan","Summer",1
"1253",2000,"Latvia","Summer",3
"1254",2000,"Lithuania","Summer",17
"1255",2000,"Macedonia","Summer",1
"1256",2000,"Mexico","Summer",6
"1257",2000,"Moldova","Summer",2
"1258",2000,"Morocco","Summer",5
"1259",2000,"Mozambique","Summer",1
"1260",2000,"Netherlands","Summer",79
"1261",2000,"New Zealand","Summer",4
"1262",2000,"Nigeria","Summer",8
"1263",2000,"North Korea","Summer",4
"1264",2000,"Norway","Summer",43
"1265",2000,"Poland","Summer",22
"1266",2000,"Poland-1","Summer",2
"1267",2000,"Portugal","Summer",2
"1268",2000,"Qatar","Summer",1
"1269",2000,"Romania","Summer",46
"1270",2000,"Russia","Summer",187
"1271",2000,"Saudi Arabia","Summer",2
"1272",2000,"Serbia and Montenegro","Summer",25
"1273",2000,"Slovakia","Summer",6
"1274",2000,"Slovenia","Summer",3
"1275",2000,"South Africa","Summer",5
"1276",2000,"South Korea","Summer",67
"1277",2000,"South Korea-1","Summer",4
"1278",2000,"South Korea-2","Summer",2
"1279",2000,"Spain","Summer",42
"1280",2000,"Sri Lanka","Summer",1
"1281",2000,"Sweden","Summer",32
"1282",2000,"Switzerland","Summer",14
"1283",2000,"Thailand","Summer",3
"1284",2000,"Trinidad and Tobago","Summer",2
"1285",2000,"Turkey","Summer",5
"1286",2000,"Ukraine","Summer",35
"1287",2000,"United States","Summer",240
"1288",2000,"United States-1","Summer",2
"1289",2000,"Uruguay","Summer",1
"1290",2000,"Uzbekistan","Summer",4
"1291",2000,"Vietnam","Summer",1
"1292",2004,"Argentina","Summer",49
"1293",2004,"Australia","Summer",157
"1294",2004,"Austria","Summer",8
"1295",2004,"Azerbaijan","Summer",5
"1296",2004,"Bahamas","Summer",2
"1297",2004,"Belarus","Summer",15
"1298",2004,"Belgium","Summer",3
"1299",2004,"Brazil","Summer",36
"1300",2004,"Brazil-1","Summer",4
"1301",2004,"Bulgaria","Summer",17
"1302",2004,"Cameroon","Summer",1
"1303",2004,"Canada","Summer",17
"1304",2004,"Chile","Summer",4
"1305",2004,"China","Summer",82
"1306",2004,"China-1","Summer",8
"1307",2004,"China-2","Summer",4
"1308",2004,"Chinese Taipei","Summer",9
"1309",2004,"Colombia","Summer",2
"1310",2004,"Croatia","Summer",21
"1311",2004,"Cuba","Summer",62
"1312",2004,"Czech Republic","Summer",11
"1313",2004,"Czech Republic-1","Summer",2
"1314",2004,"Denmark","Summer",27
"1315",2004,"Denmark-2","Summer",2
"1316",2004,"Dominican Republic","Summer",1
"1317",2004,"Egypt","Summer",5
"1318",2004,"Eritrea","Summer",1
"1319",2004,"Estonia","Summer",3
"1320",2004,"Ethiopia","Summer",7
"1321",2004,"Finland","Summer",2
"1322",2004,"France","Summer",53
"1323",2004,"Georgia","Summer",4
"1324",2004,"Germany","Summer",147
"1325",2004,"Germany-1","Summer",2
"1326",2004,"Great Britain","Summer",55
"1327",2004,"Great Britain-1","Summer",2
"1328",2004,"Greece","Summer",31
"1329",2004,"Hong Kong-2","Summer",2
"1330",2004,"Hungary","Summer",40
"1331",2004,"India","Summer",1
"1332",2004,"Indonesia","Summer",3
"1333",2004,"Indonesia-1","Summer",2
"1334",2004,"Iran","Summer",6
"1335",2004,"Israel","Summer",2
"1336",2004,"Italy","Summer",104
"1337",2004,"Jamaica","Summer",13
"1338",2004,"Japan","Summer",93
"1339",2004,"Kazakhstan","Summer",8
"1340",2004,"Kenya","Summer",7
"1341",2004,"Latvia","Summer",4
"1342",2004,"Lithuania","Summer",3
"1343",2004,"Mexico","Summer",4
"1344",2004,"Mongolia","Summer",1
"1345",2004,"Morocco","Summer",3
"1346",2004,"Netherlands","Summer",77
"1347",2004,"New Zealand","Summer",6
"1348",2004,"Nigeria","Summer",8
"1349",2004,"North Korea","Summer",5
"1350",2004,"Norway","Summer",7
"1351",2004,"Paraguay","Summer",17
"1352",2004,"Poland","Summer",12
"1353",2004,"Portugal","Summer",3
"1354",2004,"Romania","Summer",39
"1355",2004,"Russia","Summer",189
"1356",2004,"Serbia and Montenegro","Summer",13
"1357",2004,"Slovakia","Summer",10
"1358",2004,"Slovenia","Summer",5
"1359",2004,"South Africa","Summer",10
"1360",2004,"South Korea","Summer",46
"1361",2004,"South Korea-1","Summer",4
"1362",2004,"South Korea-2","Summer",2
"1363",2004,"Spain","Summer",28
"1364",2004,"Spain-2","Summer",2
"1365",2004,"Sweden","Summer",12
"1366",2004,"Switzerland","Summer",5
"1367",2004,"Switzerland-2","Summer",2
"1368",2004,"Syria","Summer",1
"1369",2004,"Thailand","Summer",8
"1370",2004,"Trinidad and Tobago","Summer",1
"1371",2004,"Turkey","Summer",11
"1372",2004,"Ukraine","Summer",47
"1373",2004,"United Arab Emirates","Summer",1
"1374",2004,"United States","Summer",259
"1375",2004,"United States-1","Summer",2
"1376",2004,"United States-2","Summer",2
"1377",2004,"Uzbekistan","Summer",5
"1378",2004,"Venezuela","Summer",2
"1379",2004,"Zimbabwe","Summer",3
"1380",2008,"Afghanistan","Summer",1
"1381",2008,"Algeria","Summer",2
"1382",2008,"Argentina","Summer",51
"1383",2008,"Armenia","Summer",6
"1384",2008,"Australia","Summer",149
"1385",2008,"Austria","Summer",3
"1386",2008,"Azerbaijan","Summer",7
"1387",2008,"Bahamas","Summer",7
"1388",2008,"Belarus","Summer",29
"1389",2008,"Belgium","Summer",5
"1390",2008,"Bonaparte","Summer",1
"1391",2008,"Brazil","Summer",74
"1392",2008,"Brazil-1","Summer",2
"1393",2008,"Brazil-2","Summer",2
"1394",2008,"Bulgaria","Summer",5
"1395",2008,"Cameroon","Summer",1
"1396",2008,"Canada","Summer",35
"1397",2008,"Chile","Summer",1
"1398",2008,"China","Summer",170
"1399",2008,"China-1","Summer",10
"1400",2008,"China-2","Summer",4
"1401",2008,"Chinese Taipei","Summer",4
"1402",2008,"Clearwater","Summer",1
"1403",2008,"Colombia","Summer",2
"1404",2008,"Croatia","Summer",5
"1405",2008,"Cuba","Summer",47
"1406",2008,"Czech Republic","Summer",7
"1407",2008,"Denmark","Summer",16
"1408",2008,"Digby","Summer",1
"1409",2008,"Dominican Republic","Summer",2
"1410",2008,"Don Schufro","Summer",1
"1411",2008,"Ecuador","Summer",1
"1412",2008,"Egypt","Summer",1
"1413",2008,"Elvis Va","Summer",1
"1414",2008,"Estonia","Summer",3
"1415",2008,"Ethiopia","Summer",7
"1416",2008,"Finland","Summer",5
"1417",2008,"France","Summer",77
"1418",2008,"Georgia","Summer",6
"1419",2008,"Germany","Summer",96
"1420",2008,"Great Britain","Summer",81
"1421",2008,"Greece","Summer",7
"1422",2008,"Hungary","Summer",27
"1423",2008,"Iceland","Summer",14
"1424",2008,"India","Summer",3
"1425",2008,"Indonesia","Summer",3
"1426",2008,"Indonesia-1","Summer",4
"1427",2008,"Iran","Summer",2
"1428",2008,"Ireland","Summer",3
"1429",2008,"Israel","Summer",1
"1430",2008,"Italy","Summer",42
"1431",2008,"Jamaica","Summer",14
"1432",2008,"Japan","Summer",51
"1433",2008,"Kazakhstan","Summer",13
"1434",2008,"Kenya","Summer",15
"1435",2008,"Kyrgyzstan","Summer",2
"1436",2008,"Latvia","Summer",3
"1437",2008,"Lithuania","Summer",5
"1438",2008,"Malaysia","Summer",1
"1439",2008,"Mauritius","Summer",1
"1440",2008,"Mexico","Summer",4
